Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Currency
2022-04-29,2,1710000,900,Ground out of 1,Super Area,Umbulharjo,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-03,1,4560000,710,1 out of 1,Super Area,Kelapa Gading,Malang,Furnished,Bachelors,1,Contact Agent,IDR
2022-05-26,1,1045000,400,Ground out of 3,Carpet Area,Kebayoran Baru,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-24,1,1900000,700,1 out of 2,Carpet Area,Menteng,Surabaya,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-07-03,2,2850000,1000,Ground out of 2,Carpet Area,Cilandak,Bandung,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-12,1,893000,250,1 out of 2,Super Area,Wonokromo,Medan,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-14,1,950000,500,Ground out of 3,Carpet Area,Lowokwaru,Semarang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-20,2,950000,450,2 out of 2,Carpet Area,Panakkukang,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-27,3,2850000,1400,1 out of 3,Super Area,Umbulharjo,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-14,1,950000,500,1 out of 1,Carpet Area,Kelapa Gading,Denpasar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-17,2,1140000,700,Ground out of 1,Carpet Area,Kebayoran Baru,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-04,3,3420000,1200,1 out of 3,Carpet Area,Menteng,Malang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-21,2,1520000,450,1 out of 2,Carpet Area,Cilandak,Jakarta,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-06-23,1,2470000,500,2 out of 2,Carpet Area,Wonokromo,Surabaya,Furnished,Bachelors,1,Contact Agent,IDR
2022-07-02,2,1425000,400,Ground out of 1,Carpet Area,Lowokwaru,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-04-24,3,2280000,1000,Ground out of 1,Super Area,Panakkukang,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-04,2,2090000,750,Ground out of 1,Carpet Area,Umbulharjo,Semarang,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-06-24,1,1140000,450,Ground out of 2,Super Area,Kelapa Gading,Makassar,Unfurnished,Family,1,Contact Owner,IDR
2022-06-19,3,3800000,1000,1 out of 2,Carpet Area,Kebayoran Baru,Yogyakarta,Unfurnished,Bachelors,2,Contact Agent,IDR
2022-07-03,2,1330000,500,1 out of 1,Carpet Area,Menteng,Denpasar,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-06-19,4,5700000,1600,Ground out of 1,Carpet Area,Cilandak,Palembang,Unfurnished,Bachelors,2,Contact Agent,IDR
2022-07-02,2,1425000,550,Ground out of 1,Carpet Area,Wonokromo,Malang,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-06-21,1,1235000,550,1 out of 2,Super Area,Lowokwaru,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-04,1,570000,200,2 out of 3,Super Area,Panakkukang,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-30,2,988000,650,1 out of 2,Carpet Area,Umbulharjo,Bandung,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-06-22,2,4750000,1000,1 out of 1,Super Area,Kelapa Gading,Medan,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-27,2,2375000,680,Ground out of 2,Carpet Area,Kebayoran Baru,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-17,2,1615000,720,Ground out of 1,Carpet Area,Menteng,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-20,2,665000,500,4 out of 5,Carpet Area,Cilandak,Yogyakarta,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-06-30,2,1330000,800,Ground out of 2,Super Area,Wonokromo,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-19,1,570000,160,Ground out of 1,Super Area,Lowokwaru,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-19,2,2660000,1200,1 out of 2,Carpet Area,Panakkukang,Malang,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
2022-06-17,1,3420000,700,Ground out of 4,Super Area,Umbulharjo,Jakarta,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-13,1,665000,1000,Ground out of 1,Super Area,Kelapa Gading,Surabaya,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-16,2,3040000,1250,Ground out of 1,Super Area,Kebayoran Baru,Bandung,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
2022-05-06,4,6650000,1600,Ground out of 3,Super Area,Menteng,Medan,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
2022-06-04,2,3990000,700,Ground out of 2,Super Area,Cilandak,Semarang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-16,1,855000,450,Ground out of 2,Super Area,Wonokromo,Makassar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-04,2,2850000,839,1 out of 3,Super Area,Lowokwaru,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-01,1,855000,230,Ground out of 3,Super Area,Panakkukang,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-06,1,1045000,1800,Ground out of 2,Super Area,Umbulharjo,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-10,2,1615000,800,1 out of 2,Super Area,Kelapa Gading,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-27,1,950000,500,Ground out of 1,Carpet Area,Kebayoran Baru,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-22,2,1615000,620,Ground out of 1,Carpet Area,Menteng,Surabaya,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-04-24,2,1710000,650,2 out of 3,Carpet Area,Cilandak,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-23,1,1425000,550,1 out of 2,Super Area,Wonokromo,Medan,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
2022-04-23,2,1330000,450,1 out of 3,Carpet Area,Lowokwaru,Semarang,Furnished,Bachelors,2,Contact Owner,IDR
2022-04-24,3,2850000,1350,1 out of 2,Carpet Area,Panakkukang,Makassar,Unfurnished,Family,2,Contact Owner,IDR
2022-05-06,2,1330000,600,2 out of 2,Super Area,Umbulharjo,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-31,3,1900000,1200,2 out of 4,Super Area,Kelapa Gading,Denpasar,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-25,2,1330000,700,1 out of 2,Super Area,Kebayoran Baru,Palembang,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
2022-06-27,3,608000,800,1 out of 3,Carpet Area,Menteng,Malang,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-19,2,1140000,600,Ground out of 3,Carpet Area,Cilandak,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-19,2,2280000,900,1 out of 3,Super Area,Wonokromo,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-31,2,1140000,750,Ground out of 1,Super Area,Lowokwaru,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-01,3,1900000,1250,1 out of 2,Super Area,Panakkukang,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-31,3,2280000,1000,2 out of 2,Super Area,Umbulharjo,Semarang,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-06-03,2,1520000,600,Ground out of 2,Super Area,Kelapa Gading,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-30,2,1007000,650,1 out of 1,Carpet Area,Kebayoran Baru,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-24,2,950000,450,2 out of 3,Carpet Area,Menteng,Denpasar,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-06-11,3,1615000,800,Ground out of 2,Super Area,Cilandak,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-19,3,4180000,1000,Ground out of 3,Carpet Area,Wonokromo,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-19,2,1330000,1000,Ground out of 3,Super Area,Lowokwaru,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-25,3,4750000,1400,5 out of 5,Carpet Area,Panakkukang,Surabaya,Furnished,Bachelors,3,Contact Agent,IDR
2022-06-11,2,1330000,600,1 out of 4,Carpet Area,Umbulharjo,Bandung,Semi-Furnished,Bachelors,1,Contact Owner,IDR
2022-06-13,2,2850000,723,Ground out of 3,Carpet Area,Kelapa Gading,Medan,Furnished,Family,1,Contact Owner,IDR
2022-06-19,1,1140000,320,Ground out of 2,Carpet Area,Kebayoran Baru,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-17,2,1520000,900,Ground out of 3,Super Area,Menteng,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-27,3,7600000,1400,Ground out of 2,Carpet Area,Cilandak,Yogyakarta,Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-06-24,1,1140000,2160,1 out of 2,Super Area,Wonokromo,Denpasar,Semi-Furnished,Bachelors,1,Contact Owner,IDR
2022-06-22,2,2850000,650,Ground out of 2,Carpet Area,Lowokwaru,Palembang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-16,2,1235000,800,1 out of 1,Super Area,Panakkukang,Malang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-08,3,1520000,800,2 out of 3,Super Area,Umbulharjo,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-05,1,1045000,500,Ground out of 2,Carpet Area,Kelapa Gading,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-28,3,1710000,1700,1 out of 2,Super Area,Kebayoran Baru,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-04-27,1,1140000,130,Ground out of 2,Carpet Area,Menteng,Medan,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-14,1,2850000,505,Ground out of 3,Super Area,Cilandak,Semarang,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-04,4,5700000,4000,Ground out of 3,Super Area,Wonokromo,Makassar,Furnished,Bachelors/Family,3,Contact Agent,IDR
2022-05-22,3,5700000,1250,Ground out of 2,Super Area,Lowokwaru,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-15,1,950000,700,Ground out of 2,Carpet Area,Panakkukang,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-12,2,2850000,900,Ground out of 1,Super Area,Umbulharjo,Palembang,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-06-26,1,1235000,650,1 out of 1,Super Area,Kelapa Gading,Malang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-29,2,855000,750,Ground out of 1,Super Area,Kebayoran Baru,Jakarta,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-07,2,1330000,450,Ground out of 3,Carpet Area,Menteng,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-25,1,1235000,350,1 out of 2,Carpet Area,Cilandak,Bandung,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-12,1,3325000,480,1 out of 2,Carpet Area,Wonokromo,Medan,Furnished,Bachelors,2,Contact Owner,IDR
2022-06-18,2,1900000,900,Ground out of 3,Super Area,Lowokwaru,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-24,1,285000,200,Ground out of 2,Super Area,Panakkukang,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-06,3,4750000,1100,2 out of 3,Super Area,Umbulharjo,Yogyakarta,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
2022-04-28,2,2280000,800,1 out of 2,Carpet Area,Kelapa Gading,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-05,3,1425000,1000,Ground out of 2,Carpet Area,Kebayoran Baru,Palembang,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-11,1,1330000,800,1 out of 2,Carpet Area,Menteng,Malang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-29,1,665000,200,Upper Basement out of 4,Super Area,Cilandak,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-26,3,1900000,1190,1 out of 2,Carpet Area,Wonokromo,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-17,2,2660000,900,Ground out of 2,Carpet Area,Lowokwaru,Bandung,Unfurnished,Bachelors,2,Contact Agent,IDR
2022-05-28,2,2850000,1500,Ground out of 2,Super Area,Panakkukang,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-15,2,1235000,600,2 out of 3,Super Area,Umbulharjo,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-14,3,1900000,800,Ground out of 4,Super Area,Kelapa Gading,Makassar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-09,2,1995000,800,1 out of 2,Carpet Area,Kebayoran Baru,Yogyakarta,Unfurnished,Family,2,Contact Owner,IDR
2022-06-11,3,1900000,900,Ground out of 3,Carpet Area,Menteng,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-04-24,1,950000,350,Ground out of 3,Carpet Area,Cilandak,Palembang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-29,2,1710000,800,Ground out of 2,Carpet Area,Wonokromo,Malang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-23,2,3800000,1600,Ground out of 3,Carpet Area,Lowokwaru,Jakarta,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-05-12,3,6650000,1012,2 out of 3,Carpet Area,Panakkukang,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-04-29,3,2850000,1200,Ground out of 2,Carpet Area,Umbulharjo,Bandung,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-04-23,2,3800000,700,1 out of 2,Super Area,Kelapa Gading,Medan,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-09,2,2280000,1000,1 out of 3,Super Area,Kebayoran Baru,Semarang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-30,2,1520000,800,Ground out of 3,Carpet Area,Menteng,Makassar,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-05-05,1,570000,500,Ground out of 1,Super Area,Cilandak,Yogyakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-20,3,3800000,1200,Ground out of 1,Carpet Area,Wonokromo,Denpasar,Semi-Furnished,Bachelors,2,Contact Owner,IDR
2022-06-10,1,1710000,450,Ground out of 2,Carpet Area,Lowokwaru,Palembang,Unfurnished,Bachelors,1,Contact Agent,IDR
2022-06-25,3,2470000,950,Ground out of 2,Carpet Area,Panakkukang,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-30,1,1330000,350,Ground out of 2,Carpet Area,Umbulharjo,Jakarta,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
2022-06-03,1,1710000,450,Ground out of 3,Carpet Area,Kelapa Gading,Surabaya,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
2022-05-03,1,1710000,550,Ground out of 2,Carpet Area,Kebayoran Baru,Bandung,Semi-Furnished,Bachelors,1,Contact Owner,IDR
2022-05-19,2,1900000,300,Ground out of 1,Carpet Area,Menteng,Medan,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-05-09,3,2850000,1250,Ground out of 3,Super Area,Cilandak,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-22,2,1330000,700,2 out of 3,Super Area,Wonokromo,Makassar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-31,3,1520000,812,Ground out of 3,Super Area,Lowokwaru,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-21,2,1520000,550,Ground out of 2,Super Area,Panakkukang,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-22,1,950000,500,Ground out of 1,Super Area,Umbulharjo,Palembang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-23,1,2660000,320,1 out of 2,Carpet Area,Kelapa Gading,Malang,Furnished,Bachelors,1,Contact Owner,IDR
2022-05-05,2,950000,600,Ground out of 2,Super Area,Kebayoran Baru,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-01,2,950000,420,Ground out of 2,Carpet Area,Menteng,Surabaya,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-06-29,3,2280000,1100,Ground out of 2,Super Area,Cilandak,Bandung,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-06-29,1,608000,220,3 out of 4,Super Area,Wonokromo,Medan,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-10,2,1615000,700,Ground out of 2,Carpet Area,Lowokwaru,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-06,3,3040000,1200,Ground out of 2,Carpet Area,Panakkukang,Makassar,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
2022-05-23,2,2660000,800,Ground out of 3,Carpet Area,Umbulharjo,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-16,1,1520000,300,Ground out of 1,Carpet Area,Kelapa Gading,Denpasar,Furnished,Bachelors,1,Contact Agent,IDR
2022-05-26,2,1330000,650,Ground out of 2,Carpet Area,Kebayoran Baru,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-30,1,1520000,600,1 out of 2,Super Area,Menteng,Malang,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-08,1,570000,350,Ground out of 3,Super Area,Cilandak,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-14,1,722000,500,1 out of 3,Carpet Area,Wonokromo,Surabaya,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-06-10,1,1235000,400,1 out of 1,Super Area,Lowokwaru,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-04,3,3800000,1750,Ground out of 3,Super Area,Panakkukang,Medan,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-05-04,3,5700000,1600,3 out of 3,Super Area,Umbulharjo,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-13,1,1520000,300,Ground out of 2,Carpet Area,Kelapa Gading,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
2022-06-25,2,2660000,1100,1 out of 3,Super Area,Kebayoran Baru,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-22,2,1368000,830,Ground out of 3,Super Area,Menteng,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-20,2,1330000,600,Ground out of 2,Carpet Area,Cilandak,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-01,1,1330000,500,1 out of 2,Super Area,Wonokromo,Malang,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-06-29,2,1425000,900,1 out of 2,Carpet Area,Lowokwaru,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-30,2,1615000,1250,Ground out of 1,Carpet Area,Panakkukang,Surabaya,Unfurnished,Family,2,Contact Owner,IDR
2022-06-03,2,2280000,700,Ground out of 2,Carpet Area,Umbulharjo,Bandung,Unfurnished,Bachelors,1,Contact Agent,IDR
2022-06-22,1,1615000,850,Ground out of 1,Carpet Area,Kelapa Gading,Medan,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-06-29,2,1805000,550,Ground out of 1,Carpet Area,Kebayoran Baru,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-30,2,1425000,550,Ground out of 1,Carpet Area,Menteng,Makassar,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-15,2,2280000,1200,Ground out of 1,Super Area,Cilandak,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-15,3,3800000,1100,Ground out of 1,Carpet Area,Wonokromo,Denpasar,Unfurnished,Bachelors,2,Contact Agent,IDR
2022-06-29,2,1615000,650,Ground out of 1,Super Area,Lowokwaru,Palembang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-15,3,3800000,1050,Ground out of 1,Carpet Area,Panakkukang,Malang,Unfurnished,Bachelors,2,Contact Agent,IDR
2022-05-20,2,1140000,960,Ground out of 2,Super Area,Umbulharjo,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-30,2,1045000,650,1 out of 1,Carpet Area,Kelapa Gading,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-21,1,1330000,550,Ground out of 2,Super Area,Kebayoran Baru,Bandung,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-21,2,1330000,500,Ground out of 1,Super Area,Menteng,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-04-25,1,1235000,450,3 out of 4,Super Area,Cilandak,Semarang,Unfurnished,Family,1,Contact Owner,IDR
2022-06-29,2,1900000,850,1 out of 2,Super Area,Wonokromo,Makassar,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-07-01,1,988000,300,Ground out of 3,Carpet Area,Lowokwaru,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
2022-04-25,2,2470000,1000,1 out of 2,Carpet Area,Panakkukang,Denpasar,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-05-24,2,1330000,500,1 out of 3,Carpet Area,Umbulharjo,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-12,2,2280000,756,Ground out of 3,Carpet Area,Kelapa Gading,Malang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-04-23,1,2850000,1000,2 out of 3,Super Area,Kebayoran Baru,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-05,1,950000,150,1 out of 2,Carpet Area,Menteng,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-14,1,1520000,800,Ground out of 2,Carpet Area,Cilandak,Bandung,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-06-21,2,1520000,700,2 out of 3,Super Area,Wonokromo,Medan,Unfurnished,Bachelors,2,Contact Agent,IDR
2022-06-17,1,950000,420,3 out of 3,Super Area,Lowokwaru,Semarang,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-06-21,2,1900000,800,Ground out of 1,Super Area,Panakkukang,Makassar,Unfurnished,Bachelors,1,Contact Agent,IDR
2022-06-24,2,2280000,288,2 out of 3,Carpet Area,Umbulharjo,Yogyakarta,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-06-11,2,1520000,900,Ground out of 1,Super Area,Kelapa Gading,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-03,2,3990000,850,1 out of 1,Carpet Area,Kebayoran Baru,Palembang,Unfurnished,Bachelors,2,Contact Agent,IDR
2022-06-07,1,950000,350,1 out of 1,Carpet Area,Menteng,Malang,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-04-27,2,1710000,600,Ground out of 2,Super Area,Cilandak,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-26,2,1520000,1600,Ground out of 2,Carpet Area,Wonokromo,Surabaya,Semi-Furnished,Bachelors,1,Contact Owner,IDR
2022-06-11,2,1330000,986,2 out of 3,Carpet Area,Lowokwaru,Bandung,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-07-03,3,6650000,1330,1 out of 3,Carpet Area,Panakkukang,Medan,Unfurnished,Bachelors,2,Contact Agent,IDR
2022-05-14,3,2850000,1300,Ground out of 3,Super Area,Umbulharjo,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-22,2,1178000,800,Ground out of 2,Carpet Area,Kelapa Gading,Makassar,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-05-26,2,1881000,800,1 out of 4,Carpet Area,Kebayoran Baru,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-03,2,1330000,850,Ground out of 3,Super Area,Menteng,Denpasar,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-05-10,1,950000,322,1 out of 3,Carpet Area,Cilandak,Palembang,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
2022-06-19,2,1235000,800,Ground out of 2,Carpet Area,Wonokromo,Malang,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-03,4,7600000,1500,Ground out of 2,Carpet Area,Lowokwaru,Jakarta,Unfurnished,Bachelors,2,Contact Agent,IDR
2022-06-08,3,7600000,3500,1 out of 2,Super Area,Panakkukang,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-26,2,2280000,957,1 out of 2,Carpet Area,Umbulharjo,Bandung,Furnished,Bachelors,2,Contact Owner,IDR
